 Serial number, Product name, Coverage status, Warranty start date, Warranty end date, Product number
" 5CD52524NT"," Victus Gaming Laptop 15-fb3185AX (C28DWPA)"," Active"," 02-Nov-25"," 01-Nov-28"," C28DWPA"
